"Cmdlet","RuleName","Message"
"Sync-AzApiManagementKeyVaultSecret","Invalid Cmdlet","""Sync-AzApiManagementKeyVaultObject"" is not a valid command name."
"Sync-AzApiManagementKeyVaultSecret","Unassigned Variable","""Get-AzApiManagementCertificate -ResourceId $kvcert.Id is a null-valued parameter value."""
"Update-AzApiManagementRegion","Unassigned Variable","""Get-AzApiManagement -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Update-AzApiManagementRegion","Unassigned Variable","""Get-AzApiManagement -Name $apiManagementName is a null-valued parameter value."""
"Update-AzApiManagementRegion","RedirectionNotSupported","The '<' operator is reserved for future use."
"Update-AzApiManagementRegion","RedirectionNotSupported","The '<' operator is reserved for future use."
"Update-AzApiManagementRegion","Unassigned Parameter","""Update-AzApiManagementRegion -ApiManagement"" must be assigned with a value."
"Update-AzApiManagementRegion","Unassigned Parameter","""Update-AzApiManagementRegion -VirtualNetwork"" must be assigned with a value."
"New-AzAppConfigurationStore","Incorrect ParameterType","""New-AzAppConfigurationStore -UserAssignedIdentity $assignedIdentity.Id"" is not an expected parameter type."
"New-AzAppConfigurationStore","Incorrect ParameterType","""New-AzAppConfigurationStore -UserAssignedIdentity $assignedIdentity.Id"" is not an expected parameter type."
"New-AzAppConfigurationStoreKey","Incorrect ParameterType","""New-AzAppConfigurationStoreKey -Id $keys[0].id"" is not an expected parameter type."
"New-AzAppConfigurationStoreKey","Incorrect ParameterType","""New-AzAppConfigurationStoreKey -InputObject $app"" is not an expected parameter type."
"New-AzAppConfigurationStoreKey","Incorrect ParameterType","""New-AzAppConfigurationStoreKey -Id $keys[0].id"" is not an expected parameter type."
"Update-AzAppConfigurationStore","Unassigned Variable","""New-AzAppConfigurationStore -Location $env.location is a null-valued parameter value."""
"Update-AzAppConfigurationStore","Incorrect ParameterType","""Set-AzKeyVaultAccessPolicy -ObjectId $systemAssignedAppStore.IdentityPrincipalId"" is not an expected parameter type."
"Update-AzAppConfigurationStore","Incorrect ParameterType","""Update-AzAppConfigurationStore -EncryptionKeyIdentifier $key.Id"" is not an expected parameter type."
"Update-AzAppConfigurationStore","Unassigned Variable","""New-AzAppConfigurationStore -Location $env.location is a null-valued parameter value."""
"Update-AzAppConfigurationStore","Incorrect ParameterType","""New-AzAppConfigurationStore -UserAssignedIdentity $assignedIdentity.Id"" is not an expected parameter type."
"Update-AzAppConfigurationStore","Incorrect ParameterType","""Set-AzKeyVaultAccessPolicy -ObjectId $assignedIdentity.PrincipalId"" is not an expected parameter type."
"Update-AzAppConfigurationStore","Incorrect ParameterType","""Update-AzAppConfigurationStore -EncryptionKeyIdentifier $key.Id"" is not an expected parameter type."
"Update-AzAppConfigurationStore","Incorrect ParameterType","""Update-AzAppConfigurationStore -KeyVaultIdentityClientId $assignedIdentity.ClientId"" is not an expected parameter type."
"Update-AzAppConfigurationStore","Unassigned Variable","""Update-AzAppConfigurationStore -EncryptionKeyIdentifier $null is a null-valued parameter value."""
"Get-AzApplicationInsightsApiKey","Unassigned Parameter","""Get-AzApplicationInsightsApiKey -ApiKeyId"" must be assigned with a value."
"Get-AzApplicationInsightsLinkedStorageAccount","Invalid ParameterName","""Get-AzApplicationInsightsLinkedStorageAccount -Name"" is not a valid parameter name."
"Get-AzApplicationInsightsWebTest","Invalid Cmdlet","""standard-pwsh01"" is not a valid command name."
"Get-AzApplicationInsightsWebTest","Invalid ParameterName","""New-AzApplicationInsightsWebTest -ResourceGroup"" is not a valid parameter name."
"Get-AzApplicationInsightsWebTest","Invalid ParameterName","""New-AzApplicationInsightsWebTest -NameInAppInsights"" is not a valid parameter name."
"Get-AzApplicationInsightsWebTest","Invalid ParameterName","""New-AzApplicationInsightsWebTest -WebTestKind"" is not a valid parameter name."
"Get-AzApplicationInsightsWebTest","Invalid ParameterName","""New-AzApplicationInsightsWebTest -GeoLocations"" is not a valid parameter name."
"New-AzApplicationInsightsContinuousExport","Unassigned Variable","""New-AzStorageContainerSASToken -Context $context is a null-valued parameter value."""
"New-AzApplicationInsightsContinuousExport","Incorrect ParameterType","""New-AzStorageContainerSASToken -ExpiryTime (Get-Date).AddYears(50)"" is not an expected parameter type."
"New-AzApplicationInsightsLinkedStorageAccount","Incorrect ParameterType","""New-AzApplicationInsightsLinkedStorageAccount -LinkedStorageAccountResourceId $account.Id"" is not an expected parameter type."
"New-AzApplicationInsightsWebTest","Invalid Cmdlet","""standard-pwsh01"" is not a valid command name."
"New-AzApplicationInsightsWebTest","Invalid ParameterName","""New-AzApplicationInsightsWebTest -ResourceGroup"" is not a valid parameter name."
"New-AzApplicationInsightsWebTest","Invalid Cmdlet","""pingwebtest-pwsh01"" is not a valid command name."
"New-AzApplicationInsightsWebTest","TerminatorExpectedAtEndOfString","The string is missing the terminator: ""."
"Set-AzApplicationInsightsContinuousExport","Unassigned Variable","""New-AzStorageContainerSASToken -Context $context is a null-valued parameter value."""
"Set-AzApplicationInsightsContinuousExport","Incorrect ParameterType","""New-AzStorageContainerSASToken -ExpiryTime (Get-Date).AddYears(50)"" is not an expected parameter type."
"Set-AzApplicationInsightsPricingPlan","Invalid ParameterName","""Set-AzApplicationInsightsDailyCap -PricingPlan"" is not a valid parameter name."
"Update-AzApplicationInsightsLinkedStorageAccount","Incorrect ParameterType","""Update-AzApplicationInsightsLinkedStorageAccount -LinkedStorageAccountResourceId $account.Id"" is not an expected parameter type."
"Add-AzAttestationPolicySigner","Incorrect ParameterType","""Add-AzAttestationPolicySigner -Signer $trustedSigner"" is not an expected parameter type."
"Remove-AzAttestationPolicySigner","Incorrect ParameterType","""Remove-AzAttestationPolicySigner -Signer $trustedSigner"" is not an expected parameter type."
"Reset-AzAttestationPolicy","Incorrect ParameterType","""Reset-AzAttestationPolicy -Policy $resetJwt"" is not an expected parameter type."
"Set-AzAttestationPolicy","Incorrect ParameterType","""Set-AzAttestationPolicy -Policy $policy"" is not an expected parameter type."
"Set-AzAttestationPolicy","Incorrect ParameterType","""Set-AzAttestationPolicy -Policy $policyjwt"" is not an expected parameter type."
"Export-AzAutomationDscNodeReportContent","Incorrect ParameterType","""Get-AzAutomationDscNodeReport -NodeId $Node.Id"" is not an expected parameter type."
"Get-AzAutomationDscCompilationJobOutput","Incorrect ParameterType","""Get-AzAutomationDscCompilationJobOutput -Stream ""Any"""" is not an expected parameter type."
"Get-AzAutomationDscNodeConfigurationDeployment","Alias","""Select"" is an alias of ""Select-Object""."
"Get-AzAutomationDscNodeConfigurationDeployment","Invalid ParameterName","""Select -expand"" is not a valid parameter name."
"Get-AzAutomationDscNodeReport","Incorrect ParameterType","""Get-AzAutomationDscNodeReport -NodeId $Node.Id"" is not an expected parameter type."
"Get-AzAutomationDscNodeReport","Incorrect ParameterType","""Get-AzAutomationDscNodeReport -NodeId $Node.Id"" is not an expected parameter type."
"Get-AzAutomationDscNodeReport","Incorrect ParameterType","""Get-AzAutomationDscNodeReport -NodeId $Node.Id"" is not an expected parameter type."
"Get-AzAutomationHybridWorkerGroup","Invalid Cmdlet","""Get-AzAutomationHybridWorker"" is not a valid command name."
"Get-AzAutomationJob","Incorrect ParameterType","""Get-AzAutomationJob -Id 2989b069-24fe-40b9-b3bd-cb7e5eac4b647"" is not an expected parameter type."
"Get-AzAutomationJobOutput","Incorrect ParameterType","""Get-AzAutomationJobOutput -Stream ""Any"""" is not an expected parameter type."
"Get-AzAutomationJobOutputRecord","Incorrect ParameterType","""Get-AzAutomationJobOutput -Stream ""Any"""" is not an expected parameter type."
"Get-AzAutomationRegistrationInfo","Invalid ParameterName","""Get-AzAutomationRegistrationInfo -ResourceGroup"" is not a valid parameter name."
"Get-AzAutomationSourceControlSyncJob","Incorrect ParameterType","""Get-AzAutomationSourceControlSyncJob -JobId ""08d6d266-27b6-463c-beea-bc48a67ace15"""" is not an expected parameter type."
"Get-AzAutomationSourceControlSyncJob","Incorrect ParameterType","""Get-AzAutomationSourceControlSyncJob -JobId 00000000-0000-0000-0000-00000000000000000"" is not an expected parameter type."
"Get-AzAutomationWebhook","Invalid ParameterName","""Get-AzAutomationWebhook -ResourceGroup"" is not a valid parameter name."
"Import-AzAutomationRunbook","Incorrect ParameterType","""Import-AzAutomationRunbook -Tags $Tags"" is not an expected parameter type."
"Import-AzAutomationRunbook","Invalid ParameterName","""Import-AzAutomationRunbook -ResourceGroup"" is not a valid parameter name."
"New-AzAutomationAccount","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzAutomationAccount","Unassigned Parameter","""New-AzAutomationAccount -Tags"" must be assigned with a value."
"New-AzAutomationConnection","Incorrect ParameterType","""New-AzAutomationConnection -ConnectionFieldValues $FieldValues"" is not an expected parameter type."
"New-AzAutomationConnection","Incorrect ParameterType","""New-AzAutomationConnection -ConnectionFieldValues $RunAsAccountConnectionFieldValues"" is not an expected parameter type."
"New-AzAutomationConnection","Incorrect ParameterType","""New-AzAutomationConnection -ConnectionFieldValues $ClassicRunAsAccountConnectionFieldValues"" is not an expected parameter type."
"New-AzAutomationCredential","Incorrect ParameterType","""New-AzAutomationCredential -Value $Credential"" is not an expected parameter type."
"New-AzAutomationKey","Invalid ParameterName","""New-AzAutomationKey -ResourceGroup"" is not a valid parameter name."
"New-AzAutomationSchedule","Incorrect ParameterType","""New-AzAutomationSchedule -StartTime ""23:00"""" is not an expected parameter type."
"New-AzAutomationSchedule","Incorrect ParameterType","""New-AzAutomationSchedule -StartTime ""23:00Z"""" is not an expected parameter type."
"New-AzAutomationSchedule","Incorrect ParameterType","""Get-Date [-Date] ""13:00:00"""" is not an expected parameter type."
"New-AzAutomationSchedule","Incorrect ParameterType","""New-AzAutomationSchedule -StartTime $StartTime"" is not an expected parameter type."
"New-AzAutomationSchedule","Incorrect ParameterType","""New-AzAutomationSchedule -ExpiryTime $EndTime"" is not an expected parameter type."
"New-AzAutomationSchedule","Incorrect ParameterType","""Get-Date [-Date] ""13:00:00"""" is not an expected parameter type."
"New-AzAutomationSchedule","Incorrect ParameterType","""New-AzAutomationSchedule -StartTime $StartTime"" is not an expected parameter type."
"New-AzAutomationSchedule","Unassigned Variable","""New-AzAutomationSchedule -DaysOfWeek $WeekDays is a null-valued parameter value."""
"New-AzAutomationSoftwareUpdateConfiguration","MissingEndParenthesisInSubexpression","Missing closing ')' in subexpression."
"New-AzAutomationUpdateManagementAzureQuery","MissingEndParenthesisInSubexpression","Missing closing ')' in subexpression."
"New-AzAutomationUpdateManagementAzureQuery","Invalid Cmdlet","""-AzureQuery"" is not a valid command name."
"New-AzAutomationVariable","Unassigned Variable","""New-AzAutomationVariable -Encrypted $False is a null-valued parameter value."""
"New-AzAutomationVariable","Invalid ParameterName","""Get-AzVM -ServiceName"" is not a valid parameter name."
"New-AzAutomationVariable","Unassigned Variable","""New-AzAutomationVariable -Encrypted $False is a null-valued parameter value."""
"New-AzAutomationWebhook","Unassigned Variable","""New-AzAutomationWebhook -IsEnabled $True is a null-valued parameter value."""
"New-AzAutomationWebhook","Incorrect ParameterType","""New-AzAutomationWebhook -ExpiryTime ""10/2/2016"""" is not an expected parameter type."
"New-AzAutomationWebhook","Invalid ParameterName","""New-AzAutomationWebhook -ResourceGroup"" is not a valid parameter name."
"New-AzAutomationWebhook","Incorrect ParameterType","""New-AzAutomationWebhook -Parameters $Params"" is not an expected parameter type."
"New-AzAutomationWebhook","Unassigned Variable","""New-AzAutomationWebhook -IsEnabled $True is a null-valued parameter value."""
"New-AzAutomationWebhook","Incorrect ParameterType","""New-AzAutomationWebhook -ExpiryTime ""10/2/2016"""" is not an expected parameter type."
"New-AzAutomationWebhook","Invalid ParameterName","""New-AzAutomationWebhook -ResourceGroup"" is not a valid parameter name."
"Register-AzAutomationScheduledRunbook","RedirectionNotSupported","The '<' operator is reserved for future use."
"Register-AzAutomationScheduledRunbook","Unassigned Parameter","""Register-AzAutomationScheduledRunbook -Parameters"" must be assigned with a value."
